"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.02808241173008e-13,1.34956621856526,0.585,0.373,2.73068969379626e-09,"Rpl28"
1.4204311340048e-10,1.31750284818594,0.509,0.33,3.77280713503015e-06,"Rpl18"
7.05176664393751e-12,1.28618129144055,0.532,0.321,1.87301973829624e-07,"Rps15"
4.98570389468691e-13,1.27717185522551,0.589,0.364,1.32425281146779e-08,"Rpl24"
2.32900173114185e-08,1.22277942784387,0.38,0.191,0.000618606149808586,"Tm4sf1"
1.1072394112369e-10,1.21022141930797,0.536,0.335,2.94093860018634e-06,"Rpl6"
2.09674729192349e-07,1.2058355387549,0.407,0.244,0.00556917048207797,"Rpl7"
3.7193874780382e-11,1.17874306227261,0.589,0.402,9.87906508041725e-07,"Rps10"
2.22627581593962e-07,1.16674053681712,0.438,0.282,0.00591321119471722,"Ubc"
5.96115574770681e-11,1.15289840497702,0.559,0.349,1.58334257814841e-06,"Rpl21"
7.71436129393108e-18,1.12236421409974,0.764,0.55,2.04901150328103e-13,"Rpl13"
4.86927499998944e-07,1.11338996459813,0.488,0.354,0.0129332813274719,"Rpl15"
4.31416201621449e-12,1.09824644770686,0.637,0.445,1.14588457312673e-07,"Fau"
1.97459586248442e-07,1.07003736713492,0.52,0.392,0.00524472407034487,"Ptma"
4.78125416103066e-07,1.05454688833323,0.524,0.407,0.0126994891771135,"Cox8a"
6.38789950753988e-11,0.981263108569304,0.712,0.569,1.69668998819767e-06,"Rps8"
8.0060463623504e-09,0.980859443685778,0.605,0.488,0.000212648597430389,"H3f3b"
1.08429430763819e-14,0.892131164767113,0.793,0.598,2.87999411051779e-10,"Actb"
3.62197424482311e-08,0.804674897557332,0.566,0.378,0.000962032579167467,"Ly6a"
3.85818437624019e-07,0.785600296951759,0.638,0.493,0.0102477235217316,"Ppia"
2.05223484175368e-07,0.772867699093629,0.639,0.488,0.00545094096318194,"Igfbp7"
6.46523257857384e-09,-0.548428478821484,0.253,0.455,0.0001717230425195,"Pard3"
1.39063882442992e-06,-0.588679428951832,0.312,0.469,0.0369367578156831,"Srrm2"
