"gene","gene_upper","log2FC","pvalue","padj","dataset","cell_type","threshold_used"
"Chrnb1","CHRNB1",1.12472127782671,2.30101752654666e-11,8.85636079106405e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Bmp1","BMP1",1.12436319646849,2.26618592951327e-05,0.000223521300109168,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gimap9","GIMAP9",1.11980115705818,8.04376691803929e-08,1.45103133455283e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ptgis","PTGIS",1.11961920019434,0.0103696971910924,0.038213437308451,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cpm","CPM",1.11898081385785,6.00625770484841e-05,0.000525962285200991,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rasip1","RASIP1",1.11886441492253,0.000422583960238902,0.00277240689065825,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Col18a1","COL18A1",1.11767604535789,0.000356896240221061,0.00239962844744906,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dennd4a","DENND4A",1.1171215331953,1.451744250447e-05,0.000150204363307897,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Avpi1","AVPI1",1.116269119617,1.96689218120781e-07,3.22905901218193e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Adcy4","ADCY4",1.11606989173372,1.32831918839267e-08,2.86863944425947e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"A930006L05Rik","A930006L05RIK",1.11582699556915,0.00114398623912076,0.00632827903595384,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Trmt10a","TRMT10A",1.11265414942688,2.52769202881344e-05,0.000245814856479779,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tmem150a","TMEM150A",1.11204338002736,0.00380225243615661,0.0169467349959425,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tmem150a","TMEM150A",1.11204338002736,0.00380225243615661,0.0169467349959425,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Myo1c","MYO1C",1.11175143088453,6.99067191210041e-11,2.48111552290121e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Bcl3","BCL3",1.11153476848578,0.00434085642344601,0.0188477395974141,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fuca2","FUCA2",1.10847795511532,7.07967179426676e-11,2.50756473367485e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rasl10a","RASL10A",1.10757436313999,0.00406935393536456,0.0179524223536715,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rrp15","RRP15",1.10749630755945,4.09903859253349e-10,1.20740388473946e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Polr1e","POLR1E",1.10733774225047,8.44339501008018e-06,9.24981667138449e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rhoj","RHOJ",1.10497844611745,3.95189116976965e-06,4.73025259574363e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Plin2","PLIN2",1.10400298189739,5.19893514655352e-07,7.85052805041909e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rpl19-ps11","RPL19-PS11",1.1008484253855,6.39321723360272e-05,0.000554484338938403,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ghr","GHR",1.09963856772701,1.60341630752319e-07,2.68061490794417e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ptpn12","PTPN12",1.09962499372735,1.91056685978496e-07,3.14852692782831e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Arpc3","ARPC3",1.09938058274256,6.90830363297596e-11,2.46197158278073e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hif1a","HIF1A",1.09798345304137,3.388883369944e-12,1.48220858503611e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Txnip","TXNIP",1.0962973375811,1.6397249514863e-05,0.000166862727143024,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Lrrc8d","LRRC8D",1.09595701519071,8.75314362719729e-06,9.54687957324037e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Kcnq1","KCNQ1",1.0954040539437,5.2962297704946e-07,7.96794518815338e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm45102","GM45102",1.0953910329838,0.00203740629345836,0.0101664871802647,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hspg2","HSPG2",1.09528954026975,2.3316504209516e-07,3.76016622820128e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Timm8a1","TIMM8A1",1.09197451202016,2.89278324948274e-07,4.58818735174368e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Snrk","SNRK",1.0912012583034,3.32587120346599e-05,0.000313406361501801,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ccny","CCNY",1.09101401325743,1.5436123117498e-09,4.05695982390084e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hspb8","HSPB8",1.08968155538593,6.58556050753616e-13,3.22208779634255e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Disc1","DISC1",1.089437301644,0.000405388592667404,0.00268092036082453,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tmem176b","TMEM176B",1.08926725711029,5.17229168322575e-15,3.45884524916873e-13,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Apaf1","APAF1",1.08771614809336,5.79642406001252e-06,6.61793439152385e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Top1mt","TOP1MT",1.08748867752096,1.72906966265092e-06,2.26189475506903e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tprn","TPRN",1.08660213364413,4.04663920618606e-09,9.81621723405358e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Vasp","VASP",1.08559195513007,7.958759791595e-07,1.14775786503268e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Coro1c","CORO1C",1.08470233892602,2.93999027878047e-08,5.8867782229454e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm4540","GM4540",1.0841066773775,0.00647042681431093,0.026116940672073,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gprc5a","GPRC5A",1.08405923822679,0.00229815117961441,0.011225036218534,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ehd4","EHD4",1.0839635329507,1.6308878550429e-10,5.20664692260402e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Adgrg1","ADGRG1",1.08240879695335,5.74520403881832e-09,1.34468829665315e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pcdhga8","PCDHGA8",1.08206561494201,0.00246735393303069,0.0119275913405559,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pmaip1","PMAIP1",1.08060563141964,4.05967310397797e-08,7.88268365032494e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ralgapa2","RALGAPA2",1.07867412083513,1.10832986204002e-05,0.000117121862175309,"GSE223744","EC","padj<0.05 & log2FC>=1"
"H13","H13",1.0764257645715,5.63515281368925e-08,1.05167262729256e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cd93","CD93",1.07433920005509,2.5097963984419e-06,3.15454815827386e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sgk1","SGK1",1.07424165341057,2.14726605911818e-06,2.74882433821822e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"B3glct","B3GLCT",1.07302030393505,4.50652568017056e-06,5.30972957690844e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Itm2c","ITM2C",1.07285165353628,5.6391598871678e-06,6.45931307381331e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fam107b","FAM107B",1.07089522053571,3.51792808303329e-05,0.000329532257426374,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ticam1","TICAM1",1.0691982942287,0.00172398329217632,0.00886035329984979,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Abtb2","ABTB2",1.06754284539078,0.000646032722416356,0.00395101933342207,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Entpd1","ENTPD1",1.06566514554958,1.90333637393072e-05,0.000190553676280231,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Flt4","FLT4",1.06553481688134,1.83210664760016e-08,3.8048066110833e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Grasp","GRASP",1.06544024005768,0.000760343543515956,0.00450689602111443,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ern1","ERN1",1.06458860958087,4.39496752515154e-05,0.000400635987029604,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ehd1","EHD1",1.06436717040837,2.48304760517851e-10,7.61174947286581e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ehd1","EHD1",1.06436717040837,2.48304760517851e-10,7.61174947286581e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Shank3","SHANK3",1.06405867193239,2.45743797605295e-07,3.94831407655261e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pnp","PNP",1.06285919934832,2.2208577097698e-14,1.34724153074038e-12,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm42611","GM42611",1.06224073629233,0.00513879535213654,0.0215610308863868,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tnfrsf1b","TNFRSF1B",1.06203280054464,8.61963196962177e-07,1.23381839432933e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Zap70","ZAP70",1.06090412255927,3.17893228000778e-06,3.8966105512905e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm17971","GM17971",1.06045219074344,0.00345375854600373,0.0156971746976989,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm13835","GM13835",1.05945550805082,0.00160007045022906,0.00835238703977315,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rpsa","RPSA",1.05668116355768,8.79795760548859e-09,1.97128881923755e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tuba1c","TUBA1C",1.05588939998763,2.69766121462626e-05,0.000260049084447411,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pdk4","PDK4",1.05389521420084,0.00612483053111869,0.0249370157026271,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Atrnl1","ATRNL1",1.05338892193704,4.02373483889691e-06,4.80296949756681e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm45716","GM45716",1.0520360581146,0.000391888806378641,0.00260557164164225,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cavin3","CAVIN3",1.05117030077538,4.41153429927488e-09,1.05827941916123e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nop58","NOP58",1.05099798800657,1.49626372547943e-07,2.51604735197124e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ybx1","YBX1",1.05094995246014,0.000625829248109296,0.00384920546067223,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Impdh2","IMPDH2",1.05059193148378,5.36797031402528e-08,1.01057875911867e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Aatk","AATK",1.05047524083592,2.71085830302667e-05,0.000261134960002346,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rpp40","RPP40",1.05024871128675,0.0116814444554065,0.0421066842804664,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mpp6","MPP6",1.04973593847603,0.00026134444644489,0.00184453374589466,"GSE223744","EC","padj<0.05 & log2FC>=1"
"BC026585","BC026585",1.04906237970655,0.0144398658816894,0.0498204137591355,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rnf125","RNF125",1.04743052233744,0.00119151995758142,0.00653694192756106,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm43984","GM43984",1.04641134578391,0.0062868182300253,0.0255006303850206,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ccdc85a","CCDC85A",1.04209162246008,5.55553133127259e-11,2.0257221612135e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nos3","NOS3",1.04167103068428,2.62909671543225e-06,3.28779459287267e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gmip","GMIP",1.04024769217236,0.000212157821380882,0.00154199474037636,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Fxyd7","FXYD7",1.03912113344802,0.00816741295661572,0.0314564359369767,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Spop","SPOP",1.0371483277879,5.68251415086011e-08,1.05715515674433e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dync1i1","DYNC1I1",1.03692583539393,0.00444276665417333,0.0191748613133023,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Atf4","ATF4",1.03674513914962,5.57511514473006e-08,1.04303097492095e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Map4k4","MAP4K4",1.0363054110071,3.71811274599072e-10,1.10839436765162e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hmgn5","HMGN5",1.0361065652931,2.38443951153219e-09,6.01142537696326e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Itgb1","ITGB1",1.03409055867166,1.80483405445579e-06,2.35212383921552e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cd3eap","CD3EAP",1.03330848816131,2.08596117888757e-05,0.000207398666006502,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gcnt2","GCNT2",1.03174754091214,0.000103363042721862,0.000834331748474402,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ehbp1l1","EHBP1L1",1.02782354525454,2.66097543981382e-10,8.1141011650661e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Thoc6","THOC6",1.02738428517316,1.51639413805572e-06,2.00794697791477e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Tmem43","TMEM43",1.02715222142661,1.63233792088567e-10,5.20664692260402e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Smyd5","SMYD5",1.02556815780575,3.10920732920941e-06,3.81925325829127e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Myh9","MYH9",1.02421672675085,1.40151413929275e-06,1.86581282802078e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sertad1","SERTAD1",1.02316666718035,3.50615635294154e-07,5.49065352919958e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Arhgef7","ARHGEF7",1.02295502385335,2.65409556971895e-07,4.2485152742636e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rplp0","RPLP0",1.02072653180017,3.77457090889694e-10,1.12136480518173e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hk1","HK1",1.01954732989501,1.26979849074902e-06,1.71151049492397e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Ckap4","CKAP4",1.01869417775458,4.81249307509922e-05,0.000433224428590013,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm15910","GM15910",1.01850098871143,0.00912689214672513,0.0345147973758252,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Shisa5","SHISA5",1.01776656874224,1.55374360776705e-09,4.07739989189778e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Wnk4","WNK4",1.01722661222473,0.00941132372269247,0.0353650316177982,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Dclre1b","DCLRE1B",1.01477892338388,5.9751744781039e-08,1.10803021371263e-06,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Plec","PLEC",1.01413160169528,7.37405096765205e-13,3.55762013258311e-11,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hnrnpa1","HNRNPA1",1.01328491115876,1.40734998468299e-11,5.56513738235375e-10,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rabgef1","RABGEF1",1.0127338175342,0.000821736379237391,0.0048098932370367,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Stab1","STAB1",1.01219572416824,1.23005360574377e-06,1.66441628527204e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Acy1","ACY1",1.00958481611895,2.3566110970626e-09,5.9499277261114e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm4737","GM4737",1.00951246688128,2.44787601129172e-06,3.08119277002707e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Gm10108","GM10108",1.00870424714347,5.09125423319855e-06,5.91022274256025e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Eif2s1","EIF2S1",1.00831971322632,5.45876308806361e-10,1.55759104918059e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Sorbs3","SORBS3",1.00734890571297,7.33476494698294e-09,1.66852195197117e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cdkn2aipnl","CDKN2AIPNL",1.00681777462567,9.60080716501286e-10,2.60636332442042e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Pcdhga4","PCDHGA4",1.00662065436634,0.000838985241492274,0.00489596508849265,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Cd9","CD9",1.00600692854509,3.26871216457558e-08,6.492442051657e-07,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Plpp1","PLPP1",1.00539833936238,9.63422663597468e-06,0.000103449972309412,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Rdh10","RDH10",1.00521014193825,9.2255134780258e-05,0.000755488857869536,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Mrrf","MRRF",1.00383889715167,2.28951046635211e-10,7.11926773379149e-09,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Nr1d2","NR1D2",1.00245445983403,0.000769765528638677,0.00455495010455138,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Eif6","EIF6",1.00034086012383,4.50975577875105e-06,5.30992318748934e-05,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Atp1b3","ATP1B3",1.00002811151744,7.38838044442078e-10,2.0639798273769e-08,"GSE223744","EC","padj<0.05 & log2FC>=1"
"Hmox1","HMOX1",5.6774,0,1e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ccl2","CCL2",4.7815,6e-04,0.0102,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Hmox1","HMOX1",4.2969,3e-04,0.0167,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Socs3","SOCS3",3.6602,0,0,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Cd44","CD44",3.5646,0,0,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ifitm1","IFITM1",3.4421,0,5e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Lcn2","LCN2",3.4399,0.0017,0.0213,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Msn","MSN",3.2246,0,1e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Stab1","STAB1",3.0622,1e-04,0.0028,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ecscr","ECSCR",2.9698,3e-04,0.0062,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Stab1","STAB1",2.8363,3e-04,0.0103,"GSE233815","EC","padj<0.05 & log2FC>=1"
"S100a6","S100A6",2.8156,0,0,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ifitm1","IFITM1",2.8151,5e-04,0.0252,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Socs3","SOCS3",2.7928,2e-04,0.0138,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Litaf","LITAF",2.6311,0,0.0016,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Cd44","CD44",2.5871,1e-04,0.004,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Cd44","CD44",2.5855,2e-04,0.012,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Anxa2","ANXA2",2.5499,0,8e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Cd93","CD93",2.5325,1e-04,0.0023,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Tgm2","TGM2",2.4707,1e-04,0.0024,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Il2rg","IL2RG",2.4457,0.0014,0.0191,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Tmem252","TMEM252",2.4215,4e-04,0.0072,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ifitm2","IFITM2",2.392,1e-04,0.0036,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Lrg1","LRG1",2.1774,0.0028,0.0304,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Msn","MSN",2.1771,8e-04,0.0201,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Adcy4","ADCY4",2.0947,1e-04,0.0031,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Rhoj","RHOJ",1.9876,0.0035,0.0354,"GSE233815","EC","padj<0.05 & log2FC>=1"
"S100a6","S100A6",1.9052,0,0,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Adamts1","ADAMTS1",1.8876,1e-04,0.0055,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Dysf","DYSF",1.8152,0,7e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Flna","FLNA",1.7965,0,0.0011,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Dysf","DYSF",1.739,0,0.0026,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Adamts1","ADAMTS1",1.3754,0.0023,0.0266,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ehd4","EHD4",1.328,0,5e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"S100a6","S100A6",1.2701,2e-04,0.0151,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Apln","APLN",1.1548,0,6e-04,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Gja1","GJA1",1.064,0,0,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Ehd4","EHD4",1.0231,7e-04,0.0184,"GSE233815","EC","padj<0.05 & log2FC>=1"
"Tubb6","TUBB6",4.9132013,0.000139222184561401,0.00599022573001878,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Lgals1","LGALS1",4.3578763,0.000591115596216897,0.0216709176538168,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Lrg1","LRG1",3.3606298,1.99035476526664e-17,4.14523140847075e-15,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ecscr","ECSCR",2.509362,2.05794442118654e-39,1.38925441150238e-36,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ctla2a","CTLA2A",2.4890006,7.19473948574045e-93,4.69504716374469e-89,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ch25h","CH25H",2.4369702,4.24428947824278e-09,4.01403164809463e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Emp1","EMP1",2.423541,2.89450247499549e-05,0.00146259385340162,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl10a-ps1","RPL10A-PS1",2.3408978,0.00081330171231771,0.0284321564679354,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm6368","GM6368",2.2738903,7.76424641753788e-08,6.90912055073359e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Aprt","APRT",2.2620745,1.65319760399127e-05,0.000877090772177157,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Gm10275","GM10275",2.1960456,0.000937427545094088,0.0324240619263374,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Vmp1","VMP1",2.1898987,1.17191276060781e-05,0.000637292669844974,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Fkbp1a","FKBP1A",2.1648304,1.34987786623919e-44,1.2012072266984e-41,"GSE225948","EC","padj<0.05 & log2FC>=1"
"S100a6","S100A6",2.1203437,5.47923273776106e-09,5.08374119939091e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps2","RPS2",2.0495465,2.51781067363582e-61,4.4810163234335e-58,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl10","RPL10",2.0160058,3.21208515490407e-34,1.7966568879302e-31,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hspe1","HSPE1",2.0106504,1.38068130459472e-09,1.39327824227067e-07,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rplp0","RPLP0",1.982825,2.50781541824471e-56,3.06846890268604e-53,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Ifitm3","IFITM3",1.9792675,1.59550766391838e-73,5.20587558942168e-70,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Nme1","NME1",1.9780564,1.25763986211581e-12,1.78411707106095e-10,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl32","RPL32",1.976494,4.51061390585991e-72,1.26148983478599e-68,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl12","RPL12",1.9458522,2.0194538654434e-21,5.41573264709389e-19,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Aig1","AIG1",1.9275488,0.00138006453927643,0.0451798051595562,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tmem252","TMEM252",1.8850803,1.0235760841779e-44,9.54216619045273e-42,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl7a","RPL7A",1.8619491,1.37460530089007e-30,6.9001661475705e-28,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Nhp2","NHP2",1.8237753,0.000576028154666099,0.0212371058077179,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Esd","ESD",1.8186662,3.71679577220288e-13,5.59720852557044e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Litaf","LITAF",1.8016688,1.07445837635407e-10,1.26714889360744e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl23a","RPL23A",1.789887,5.2474030598772e-37,3.31381966784567e-34,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Atp5g1","ATP5G1",1.780818,2.06469931993837e-10,2.3776834462608e-08,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Hspa1a","HSPA1A",1.7747457,3.09235263002025e-16,1.00898312396511e-12,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl10a","RPL10A",1.7683444,7.87815274829813e-12,1.07853563883519e-09,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tmem176a","TMEM176A",1.7526053,0.000636920917460951,0.0232197407842328,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps27l","RPS27L",1.7342068,7.75695552955033e-25,2.61823997244839e-22,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Slc35b1","SLC35B1",1.7275333,2.42512613317235e-07,1.78483813192162e-05,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Vim","VIM",1.7242444,3.84680592860452e-47,4.18382887023837e-44,"GSE225948","EC","padj<0.05 & log2FC>=1"
"S100a11","S100A11",1.7235441,3.1518831476575e-26,1.18662339195559e-23,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps18","RPS18",1.7197647,7.14554639166767e-49,8.22872715939282e-46,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Fos","FOS",1.7048068,9.43328925667843e-15,2.63822148254277e-11,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Atp5e","ATP5E",1.6706486,2.09523478267229e-31,1.10860571190204e-28,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rpl9","RPL9",1.6671373,3.84007114453556e-35,2.3492835248929e-32,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Tnfrsf1a","TNFRSF1A",1.660134,0.000472614493252259,0.0178273100855481,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Npdc1","NPDC1",1.6555519,2.13097873047472e-05,0.00110952581400276,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Rps11","RPS11",1.6469469,3.54100186986948e-43,2.77288774425739e-40,"GSE225948","EC","padj<0.05 & log2FC>=1"
"Scgb3a1","SCGB3A1",1.6448061,6.82262200942046e-08,5.47403569993542e-06,"GSE225948","EC","padj<0.05 & log2FC>=1"
