baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_symbol,timepoint,comparison,cell_type,dataset
5.198025222683425,1.067676279248785,0.8628783715837326,1.2373427291834478,0.21595987091327817,,1110051M20Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
15.780436206317543,0.4313098459606987,0.4870174385954311,0.885614788670824,0.37582513970601494,0.6509715825322926,1110059E24Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
16.235922526694033,0.17844086191954175,0.4998627556600267,0.35697971072864915,0.7211069948644903,0.8765563293173343,1110059G10Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
10.189478643866595,0.643436396598446,0.5914939920566301,1.0878156080017172,0.27667651775824254,,1110065P20Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.126235843689767,-0.8847661720443224,1.9831115847935548,-0.44615047324047985,0.655488555648097,,1190002N15Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
7.4870727476164785,1.1217469099184758,0.7425500081280882,1.5106685039924972,0.13087293083283702,,1190007I07Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
13.6657466347711,-0.13497535912282005,0.5746007753895218,-0.23490284890639118,0.8142841383268978,0.9260833625400179,1300002E11Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.15052179272879,-0.7091632979076382,1.747459388662638,-0.40582533849348773,0.6848709395097641,,1500002C15Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.6133629596342839,0.7578770535843892,2.242138640784562,0.33801525017168216,0.7353516955050539,,1500004A13Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4.809965037635358,0.12857738831077803,0.8740043778853614,0.14711297971054654,0.8830428450208236,,1500011B03Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
49.23079581506378,1.1268357280645105,0.3534441014428221,3.18815825038405,0.001431821514717798,0.024767353774806024,1500011K16Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.831270862690645,-0.32755349899620506,2.3972065835078173,-0.13663966270145064,0.8913156242088947,,1500015A07Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.3244306821282663,0.8836272088482807,1.0858231232958213,0.813785587993548,0.4157677927630723,,1600002K03Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
7.3634381390528105,0.07161596078299459,0.714569403294694,0.10022254024982316,0.9201676515750931,,1600012H06Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4.420673501752278,0.06437006569931718,0.8690074497712618,0.07407308846001323,0.9409522287169405,,1600014C10Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
10.021619659172758,0.27902633779423586,0.7062707813789051,0.3950699153226641,0.6927912907847387,,1600020E01Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.000998199607428,3.2555250151616244,2.043498856828356,1.5931132059522717,0.11113479730515355,,1600029O15Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.7151956402966232,1.0764671997499404,2.5959967069395375,0.41466431635770645,0.6783876580879493,,1700001C19Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.3562842325009918,-0.9283241421548555,1.7386663057226701,-0.5339288735850902,0.593390744638101,,1700008J07Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2.8172805297695045,-0.5048586154707911,1.1048599304180466,-0.4569435469342864,0.6477116227156934,,1700012D14Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.4470467073765705,-0.6831655270796801,1.3627052060469154,-0.5013303860939092,0.6161386235943404,,1700018A04Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
79.14347766162301,-0.3427217866647652,0.2819970108375731,-1.2153383670515885,0.22423706436248136,0.5023978037264166,1700020I14Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
8.094575986254315,0.45054098050968494,0.6753498352000822,0.6671223668488875,0.5046939742957363,,1700021F05Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.012296032666354,0.7842628864560454,2.2326702011666515,0.35126678631095604,0.7253882099603293,,1700023H06Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
4.605626028517789,-1.3604293654902877,0.9328725171736693,-1.4583229117007226,0.14475155780826313,,1700025G04Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2.0808875171657735,-0.0010227461511459245,1.5568589056075997,-0.0006569292486699521,0.9994758463326467,,1700029J07Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.24576398844446,0.715250577785646,1.0636863742137064,0.6724261917093471,0.5013124132845022,,1700030K09Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2.7486104376029337,0.6653497209469014,1.141226540018272,0.5830128354149987,0.5598846596537561,,1700037C18Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.223007701434445,0.8366772962838491,1.0845126281077675,0.771477689239695,0.4404238417371722,,1700037H04Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
3.395026761286158,-0.3480226748918629,1.0841196186341566,-0.3210187039418438,0.7481962167604694,,1700052K11Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.069998852944326,-0.8394879569703387,2.1086216419269785,-0.39812166406637406,0.6905405058955039,,1700056N10Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
2.2015377250085035,-1.1075838496945432,1.366310029356275,-0.8106387466220762,0.4175731588963234,,1700066M21Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.8082954279953055,1.1911950134072546,2.3110740335251854,0.5154291883892059,0.6062531402543005,,1700073E17Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.4580908369190909,0.17759125727200442,2.653781997719398,0.06692006254644219,0.9466453412366234,,1700084E18Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.8745589857494144,2.4833132138539797,2.6662851957048366,0.9313756899878493,0.35165926141009896,,1700086O06Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.1870543238649567,-0.3959533244429109,1.7121086890223383,-0.23126646513838517,0.817107797478017,,1700088E04Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
1.4604179189002535,0.3825881461584949,1.4827689972214502,0.25802275801249147,0.7963893434065646,,1700096K18Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.5380746060677861,-1.2716216871565615,2.454260346962171,-0.5181282779272162,0.6043687716566088,,1700101I11Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
0.7213581541003137,-2.234885386448056,2.60906398076796,-0.8565851213009474,0.3916742114279549,,1700120C14Rik,Day 2,Stroke_vs_Sham,Endothelial,GSE225948
