"gene_upper","n_datasets","datasets","mean_log2FC","max_log2FC","min_padj","confidence_tier"
"ZFP980",1,"GSE223744",4.132,4.132,0,"Tier5_1dataset"
"GM5373",1,"GSE223744",4.13,4.13,5.6e-05,"Tier5_1dataset"
"IL1RAPL1",1,"GSE223744",4.123,4.123,0.000852,"Tier5_1dataset"
"ZMYND15",1,"GSE223744",4.117,4.117,0.002178,"Tier5_1dataset"
"ITIH4",1,"GSE223744",4.097,4.097,0.010256,"Tier5_1dataset"
"RPL23A-PS3",1,"GSE223744",4.092,4.092,0.008673,"Tier5_1dataset"
"VMN2R100",1,"GSE223744",4.089,4.089,0.007412,"Tier5_1dataset"
"DNAH12",1,"GSE223744",4.085,4.085,0.008878,"Tier5_1dataset"
"OLFR1271",1,"GSE223744",4.077,4.077,0.000248,"Tier5_1dataset"
"IFI214",1,"GSE223744",4.072,4.072,0.001208,"Tier5_1dataset"
"CD300LD",1,"GSE223744",4.068,4.068,0.003693,"Tier5_1dataset"
"GM37749",1,"GSE223744",4.059,4.059,0.005968,"Tier5_1dataset"
"CDH8",1,"GSE223744",4.054,4.054,0.00196,"Tier5_1dataset"
"OLFR432",1,"GSE223744",4.052,4.052,0.012416,"Tier5_1dataset"
"KLK2",1,"GSE56267",4.051,4.051,0.043966,"Tier5_1dataset"
"GM10745",1,"GSE223744",4.049,4.049,0.023072,"Tier5_1dataset"
"OLFR1258",1,"GSE223744",4.048,4.048,7e-06,"Tier5_1dataset"
"TNFSF15",1,"GSE223744",4.044,4.044,0.010917,"Tier5_1dataset"
"F730311O21RIK",1,"GSE223744",4.042,4.042,0,"Tier5_1dataset"
"LOXL4",1,"GSE223744",4.04,4.04,0,"Tier5_1dataset"
"MT-ND2",1,"GSE244576",4.037,4.037,0,"Tier5_1dataset"
"SULT2A8",1,"GSE223744",4.033,4.033,0.00395,"Tier5_1dataset"
"OLFR1186",1,"GSE223744",4.024,4.024,0.006449,"Tier5_1dataset"
"OLFR145",1,"GSE223744",4.02,4.02,0.003207,"Tier5_1dataset"
"SERPINE1",1,"GSE223744",4.018,4.018,0,"Tier5_1dataset"
"OLFR1152",1,"GSE223744",4.015,4.015,0.008429,"Tier5_1dataset"
"HOGA1",1,"GSE223744",4.009,4.009,2e-06,"Tier5_1dataset"
"MORRBID",1,"GSE279666",4.008,4.008,0.048091,"Tier5_1dataset"
"OLFR887",1,"GSE223744",4.003,4.003,0.002626,"Tier5_1dataset"
"VMN2R-PS36",1,"GSE223744",4.003,4.003,0.012541,"Tier5_1dataset"
"GM13723",1,"GSE223744",4.002,4.002,0.001777,"Tier5_1dataset"
"GM43665",1,"GSE223744",3.999,3.999,0.002242,"Tier5_1dataset"
"AC109138.8",1,"GSE223744",3.996,3.996,0.008187,"Tier5_1dataset"
"OLFR213",1,"GSE223744",3.992,3.992,0.035602,"Tier5_1dataset"
"OLFR1046",1,"GSE223744",3.989,3.989,0.006438,"Tier5_1dataset"
"OLFR355",1,"GSE223744",3.987,3.987,0.022051,"Tier5_1dataset"
"TCL6",1,"GSE56267",3.983,3.983,0.043966,"Tier5_1dataset"
"GM4746",1,"GSE223744",3.98,3.98,0.036554,"Tier5_1dataset"
"GM831",1,"GSE223744",3.98,3.98,0.031587,"Tier5_1dataset"
"OLFR1243",1,"GSE223744",3.974,3.974,0.003024,"Tier5_1dataset"
"FSIP2",1,"GSE223744",3.966,3.966,0.003154,"Tier5_1dataset"
"AC158115.2",1,"GSE223744",3.964,3.964,0.031201,"Tier5_1dataset"
"AC126673.3",1,"GSE223744",3.954,3.954,0.012724,"Tier5_1dataset"
"OLFR1280",1,"GSE223744",3.949,3.949,0.000778,"Tier5_1dataset"
"4930509G22RIK",1,"GSE223744",3.945,3.945,0.002154,"Tier5_1dataset"
"AZU1",1,"GSE56267",3.936,3.936,0.026149,"Tier5_1dataset"
"F2RL2",1,"GSE56267",3.934,3.934,0.00542,"Tier5_1dataset"
"OLFR243",1,"GSE223744",3.934,3.934,0.022466,"Tier5_1dataset"
"SPAG16",1,"GSE223744",3.927,3.927,0.006002,"Tier5_1dataset"
"GM14412",1,"GSE223744",3.922,3.922,9.7e-05,"Tier5_1dataset"
"ANO3",1,"GSE223744",3.92,3.92,0.009525,"Tier5_1dataset"
"SDCBP2",1,"GSE223744",3.918,3.918,0,"Tier5_1dataset"
"GM42418",1,"GSE244576",3.911,3.911,0,"Tier5_1dataset"
"OLFR1501",1,"GSE223744",3.908,3.908,0.001869,"Tier5_1dataset"
"GM12840",1,"GSE223744",3.906,3.906,0,"Tier5_1dataset"
"CADM3",1,"GSE223744",3.904,3.904,0,"Tier5_1dataset"
"OLFR1459",1,"GSE223744",3.904,3.904,0.012791,"Tier5_1dataset"
"RNF183",1,"GSE223744",3.904,3.904,0,"Tier5_1dataset"
"SPEER4B",1,"GSE223744",3.902,3.902,0.0442,"Tier5_1dataset"
"IRF8",1,"GSE223744",3.897,3.897,0.000579,"Tier5_1dataset"
"ADAMTS8",1,"GSE223744",3.895,3.895,0,"Tier5_1dataset"
"GM43606",1,"GSE223744",3.888,3.888,0.01437,"Tier5_1dataset"
"ZFP981",1,"GSE223744",3.885,3.885,0,"Tier5_1dataset"
"OLFR1225",1,"GSE223744",3.884,3.884,7.7e-05,"Tier5_1dataset"
"OLFR1241",1,"GSE223744",3.883,3.883,0.007701,"Tier5_1dataset"
"GM14324",1,"GSE223744",3.875,3.875,0.004668,"Tier5_1dataset"
"ARHGEF37",1,"GSE223744",3.866,3.866,0,"Tier5_1dataset"
"SOAT2",1,"GSE223744",3.861,3.861,0.000226,"Tier5_1dataset"
"EYA4",1,"GSE223744",3.859,3.859,0.018424,"Tier5_1dataset"
"OLFR592",1,"GSE223744",3.84,3.84,0.001051,"Tier5_1dataset"
"SKINT6",1,"GSE223744",3.838,3.838,0.02886,"Tier5_1dataset"
"TRHR",1,"GSE223744",3.83,3.83,9.7e-05,"Tier5_1dataset"
"CD244",1,"GSE223744",3.828,3.828,0.00694,"Tier5_1dataset"
"SDC4",1,"GSE244576",3.826,3.826,2e-05,"Tier5_1dataset"
"GM44715",1,"GSE223744",3.825,3.825,0.002108,"Tier5_1dataset"
"POU6F2",1,"GSE223744",3.82,3.82,0.015456,"Tier5_1dataset"
"C130073E24RIK",1,"GSE223744",3.817,3.817,0,"Tier5_1dataset"
"FGR",1,"GSE223744",3.806,3.806,0,"Tier5_1dataset"
"GM20371",1,"GSE223744",3.803,3.803,0.018304,"Tier5_1dataset"
"OLFR839-PS1",1,"GSE223744",3.802,3.802,0.001535,"Tier5_1dataset"
"ADAM1B",1,"GSE223744",3.797,3.797,0.043437,"Tier5_1dataset"
"APOBR",1,"GSE223744",3.791,3.791,0.00213,"Tier5_1dataset"
"OLFR1336",1,"GSE223744",3.787,3.787,0.00224,"Tier5_1dataset"
"GM12374",1,"GSE223744",3.776,3.776,0.000885,"Tier5_1dataset"
"HYAL6",1,"GSE223744",3.771,3.771,0.004914,"Tier5_1dataset"
"RP11-526D8.7",1,"GSE56267",3.769,3.769,0.047994,"Tier5_1dataset"
"GABRA1",1,"GSE223744",3.758,3.758,0.001663,"Tier5_1dataset"
"GM45129",1,"GSE223744",3.753,3.753,0.018322,"Tier5_1dataset"
"OLFR299",1,"GSE223744",3.749,3.749,0.007521,"Tier5_1dataset"
"GM18360",1,"GSE223744",3.747,3.747,0.013877,"Tier5_1dataset"
"GM19951",1,"GSE244576",3.742,3.742,0,"Tier5_1dataset"
"GM29670",1,"GSE223744",3.738,3.738,0.032486,"Tier5_1dataset"
"A330076H08RIK",1,"GSE223744",3.736,3.736,0.012853,"Tier5_1dataset"
"GM37735",1,"GSE223744",3.734,3.734,0.016755,"Tier5_1dataset"
"GM37087",1,"GSE223744",3.728,3.728,0.006474,"Tier5_1dataset"
"MTHFD2",1,"GSE223744",3.721,3.721,0,"Tier5_1dataset"
"PLPPR1",1,"GSE223744",3.72,3.72,7.1e-05,"Tier5_1dataset"
"RAB20",1,"GSE223744",3.715,3.715,0,"Tier5_1dataset"
"GM42031",1,"GSE223744",3.71,3.71,0,"Tier5_1dataset"
"AC147634.1",1,"GSE223744",3.703,3.703,0.002874,"Tier5_1dataset"
"FOXB1",1,"GSE56267",3.7,3.7,0.047994,"Tier5_1dataset"
"OLFR1148",1,"GSE223744",3.7,3.7,0.010798,"Tier5_1dataset"
"KCNA5",1,"GSE223744",3.697,3.697,0,"Tier5_1dataset"
"OLFR124",1,"GSE223744",3.686,3.686,0.015515,"Tier5_1dataset"
"CSF2RB2",1,"GSE223744",3.685,3.685,0,"Tier5_1dataset"
"OLFR116",1,"GSE223744",3.677,3.677,0.016129,"Tier5_1dataset"
"ABCB1B",1,"GSE223744",3.675,3.675,0,"Tier5_1dataset"
"AC122305.1",1,"GSE223744",3.673,3.673,0.030097,"Tier5_1dataset"
"CAMK1D",1,"GSE244576",3.671,3.671,0,"Tier5_1dataset"
"A230004M16RIK",1,"GSE223744",3.666,3.666,0.000285,"Tier5_1dataset"
"GRID2",1,"GSE223744",3.662,3.662,1e-05,"Tier5_1dataset"
"MT-ND1",1,"GSE244576",3.652,3.652,0,"Tier5_1dataset"
"OLFR136",1,"GSE223744",3.65,3.65,0.020988,"Tier5_1dataset"
"PLAGL1",1,"GSE223744",3.648,3.648,0,"Tier5_1dataset"
"MT-ND6",1,"GSE244576",3.647,3.647,0.006553,"Tier5_1dataset"
"OTOF",1,"GSE223744",3.645,3.645,0.023857,"Tier5_1dataset"
"GLIPR2",1,"GSE223744",3.643,3.643,0,"Tier5_1dataset"
"GM3448",1,"GSE223744",3.641,3.641,0.021555,"Tier5_1dataset"
"ZNF503-AS1",1,"GSE56267",3.641,3.641,0.043966,"Tier5_1dataset"
"OLFR1218",1,"GSE223744",3.626,3.626,0.005597,"Tier5_1dataset"
"IGKC",1,"GSE300564",3.625,3.625,0,"Tier5_1dataset"
"PODN",1,"GSE223744",3.625,3.625,0,"Tier5_1dataset"
"GM44708",1,"GSE223744",3.623,3.623,0.004281,"Tier5_1dataset"
"OLFR1259",1,"GSE223744",3.617,3.617,0.000804,"Tier5_1dataset"
"MT-ND3",1,"GSE244576",3.614,3.614,0,"Tier5_1dataset"
"PLIN5",1,"GSE223744",3.614,3.614,0.00412,"Tier5_1dataset"
"SEMA3A",1,"GSE223744",3.614,3.614,4.6e-05,"Tier5_1dataset"
"APBB1IP",1,"GSE223744",3.61,3.61,0.00382,"Tier5_1dataset"
"DBN1",1,"GSE223744",3.61,3.61,6e-05,"Tier5_1dataset"
"ESP31",1,"GSE223744",3.603,3.603,0.012563,"Tier5_1dataset"
"IL18RAP",1,"GSE223744",3.602,3.602,2e-06,"Tier5_1dataset"
"OLFR251",1,"GSE223744",3.599,3.599,0.004908,"Tier5_1dataset"
"HBB-BS",1,"GSE244576",3.597,3.597,0,"Tier5_1dataset"
"LRRC3",1,"GSE223744",3.591,3.591,0.003719,"Tier5_1dataset"
"ADARB2",1,"GSE223744",3.59,3.59,0.00119,"Tier5_1dataset"
"GM35439",1,"GSE223744",3.588,3.588,0.000391,"Tier5_1dataset"
"AC154481.2",1,"GSE223744",3.586,3.586,0.001296,"Tier5_1dataset"
"ATP8B4",1,"GSE223744",3.586,3.586,0.020556,"Tier5_1dataset"
"C920009B18RIK",1,"GSE223744",3.576,3.576,0.003478,"Tier5_1dataset"
"GPR182",1,"GSE223744",3.576,3.576,0,"Tier5_1dataset"
"MS4A6B",1,"GSE223744",3.569,3.569,0.001561,"Tier5_1dataset"
"HIF3A",1,"GSE223744",3.567,3.567,0,"Tier5_1dataset"
"KLRK1",1,"GSE223744",3.565,3.565,0.005592,"Tier5_1dataset"
"GRIK2",1,"GSE223744",3.563,3.563,0.002753,"Tier5_1dataset"
"OLFR884",1,"GSE223744",3.563,3.563,0.011449,"Tier5_1dataset"
"GM32647",1,"GSE223744",3.56,3.56,0.000212,"Tier5_1dataset"
"WFDC17",1,"GSE223744",3.558,3.558,0.011614,"Tier5_1dataset"
"FSTL5",1,"GSE223744",3.556,3.556,0.005242,"Tier5_1dataset"
"PSG29",1,"GSE223744",3.556,3.556,0.006127,"Tier5_1dataset"
"2200002D01RIK",1,"GSE223744",3.549,3.549,0,"Tier5_1dataset"
"ARHGAP30",1,"GSE223744",3.546,3.546,0.002469,"Tier5_1dataset"
"TMEM173",1,"GSE223744",3.533,3.533,0,"Tier5_1dataset"
"ACOT7",1,"GSE223744",3.531,3.531,0,"Tier5_1dataset"
"KCNC2",1,"GSE223744",3.526,3.526,0.000721,"Tier5_1dataset"
"4933411E06RIK",1,"GSE223744",3.524,3.524,0.013126,"Tier5_1dataset"
"CMSS1",1,"GSE244576",3.524,3.524,0,"Tier5_1dataset"
"FSTL4",1,"GSE223744",3.523,3.523,0.010844,"Tier5_1dataset"
"GPR143",1,"GSE223744",3.514,3.514,0,"Tier5_1dataset"
"CCK",1,"GSE223744",3.511,3.511,0.014647,"Tier5_1dataset"
"VMN2R39",1,"GSE223744",3.498,3.498,0.006388,"Tier5_1dataset"
"AC133079.1",1,"GSE223744",3.495,3.495,0.008385,"Tier5_1dataset"
"GM11407",1,"GSE223744",3.482,3.482,0.008858,"Tier5_1dataset"
"SLC16A3",1,"GSE223744",3.479,3.479,1.9e-05,"Tier5_1dataset"
"LAD1",1,"GSE223744",3.475,3.475,0.03755,"Tier5_1dataset"
"SPEF2",1,"GSE223744",3.472,3.472,0.010745,"Tier5_1dataset"
"VMN2R-PS38",1,"GSE223744",3.47,3.47,0.009377,"Tier5_1dataset"
"OLFR968",1,"GSE223744",3.465,3.465,0.008769,"Tier5_1dataset"
"SULT1D1",1,"GSE223744",3.452,3.452,0.005308,"Tier5_1dataset"
"GM44235",1,"GSE223744",3.447,3.447,0.013415,"Tier5_1dataset"
"SERPINA3I",1,"GSE223744",3.445,3.445,0.00311,"Tier5_1dataset"
"MGAT4C",1,"GSE223744",3.444,3.444,0.000665,"Tier5_1dataset"
"GM45321",1,"GSE223744",3.442,3.442,0.030611,"Tier5_1dataset"
"E230001N04RIK",1,"GSE223744",3.437,3.437,4e-06,"Tier5_1dataset"
"GM44644",1,"GSE223744",3.415,3.415,0.036619,"Tier5_1dataset"
"OLFR1038-PS",1,"GSE223744",3.415,3.415,0.006522,"Tier5_1dataset"
"IGF1",1,"GSE223744",3.414,3.414,0.000629,"Tier5_1dataset"
"CDK8",1,"GSE244576",3.411,3.411,0,"Tier5_1dataset"
"OLFR837",1,"GSE223744",3.404,3.404,0.026422,"Tier5_1dataset"
"TRP63",1,"GSE223744",3.404,3.404,0.00849,"Tier5_1dataset"
"CTLA2B",1,"GSE223744",3.4,3.4,0,"Tier5_1dataset"
"CD180",1,"GSE223744",3.396,3.396,0.040421,"Tier5_1dataset"
"ZFP947",1,"GSE223744",3.392,3.392,0,"Tier5_1dataset"
"OLFR652",1,"GSE223744",3.391,3.391,0.019788,"Tier5_1dataset"
"AC163354.1",1,"GSE223744",3.387,3.387,0.013415,"Tier5_1dataset"
"HCLS1",1,"GSE223744",3.381,3.381,0,"Tier5_1dataset"
"BE692007",1,"GSE223744",3.376,3.376,0.008845,"Tier5_1dataset"
"PIK3CG",1,"GSE223744",3.373,3.373,0.002854,"Tier5_1dataset"
"SPRED3",1,"GSE223744",3.369,3.369,0,"Tier5_1dataset"
"MT-ND4",1,"GSE244576",3.368,3.368,0,"Tier5_1dataset"
"4921527H02RIK",1,"GSE223744",3.367,3.367,0.00909,"Tier5_1dataset"
"PLEKHO2",1,"GSE223744",3.366,3.366,7e-06,"Tier5_1dataset"
"GPR174",1,"GSE223744",3.364,3.364,0.002756,"Tier5_1dataset"
"FOSL1",1,"GSE223744",3.36,3.36,1e-06,"Tier5_1dataset"
"ZFP352",1,"GSE223744",3.356,3.356,0.032231,"Tier5_1dataset"
"GM42721",1,"GSE223744",3.354,3.354,0.008991,"Tier5_1dataset"
"MACC1",1,"GSE223744",3.352,3.352,0.008034,"Tier5_1dataset"
"AC155805.2",1,"GSE223744",3.349,3.349,0.00413,"Tier5_1dataset"
"CDH12",1,"GSE223744",3.349,3.349,0.001476,"Tier5_1dataset"
"EXOC3L4",1,"GSE223744",3.349,3.349,0.003159,"Tier5_1dataset"
"SLITRK4",1,"GSE223744",3.348,3.348,0.000669,"Tier5_1dataset"
"HBA-A2",1,"GSE244576",3.344,3.344,0,"Tier5_1dataset"
"AC125532.2",1,"GSE223744",3.34,3.34,0.009843,"Tier5_1dataset"
"GM5106",1,"GSE223744",3.34,3.34,0.00529,"Tier5_1dataset"
"OBOX3",1,"GSE223744",3.339,3.339,0.003147,"Tier5_1dataset"
"AC152979.2",1,"GSE223744",3.329,3.329,0.014703,"Tier5_1dataset"
"OLFR1226",1,"GSE223744",3.317,3.317,0.001017,"Tier5_1dataset"
"MT-CO1",1,"GSE244576",3.314,3.314,0,"Tier5_1dataset"
"GM37602",1,"GSE223744",3.31,3.31,0.002007,"Tier5_1dataset"
"AC157570.1",1,"GSE223744",3.307,3.307,0.010118,"Tier5_1dataset"
"CNTN4",1,"GSE223744",3.307,3.307,0.003842,"Tier5_1dataset"
"NEK6",1,"GSE223744",3.305,3.305,0,"Tier5_1dataset"
"GPR141",1,"GSE223744",3.302,3.302,0.004291,"Tier5_1dataset"
"OLFR611",1,"GSE223744",3.298,3.298,0.020569,"Tier5_1dataset"
"HCN1",1,"GSE223744",3.292,3.292,0.002887,"Tier5_1dataset"
"AC165149.2",1,"GSE223744",3.287,3.287,0.0059,"Tier5_1dataset"
"SLC18A1",1,"GSE223744",3.284,3.284,0.004721,"Tier5_1dataset"
"AC124687.2",1,"GSE223744",3.279,3.279,0.025796,"Tier5_1dataset"
"AC164629.7",1,"GSE223744",3.277,3.277,0.01434,"Tier5_1dataset"
"VMN2R50",1,"GSE223744",3.275,3.275,0.029024,"Tier5_1dataset"
"PPM1J",1,"GSE223744",3.274,3.274,0,"Tier5_1dataset"
"RBM46",1,"GSE223744",3.273,3.273,0.011437,"Tier5_1dataset"
"GM5864",1,"GSE223744",3.272,3.272,0.0372,"Tier5_1dataset"
"OLFR1450",1,"GSE223744",3.269,3.269,0.041289,"Tier5_1dataset"
"FLRT3",1,"GSE223744",3.266,3.266,0.008717,"Tier5_1dataset"
"FABP4",1,"GSE223744",3.264,3.264,0,"Tier5_1dataset"
"LILRB4A",1,"GSE234052",3.26,3.26,0.00816,"Tier5_1dataset"
"AC158598.1",1,"GSE223744",3.256,3.256,0.022882,"Tier5_1dataset"
"RDH16",1,"GSE223744",3.253,3.253,0.009125,"Tier5_1dataset"
"ACTL6B",1,"GSE223744",3.249,3.249,0.033849,"Tier5_1dataset"
"AC153522.2",1,"GSE223744",3.247,3.247,0.003792,"Tier5_1dataset"
"2810408I11RIK",1,"GSE223744",3.243,3.243,0.00123,"Tier5_1dataset"
"CD69",1,"GSE223744",3.233,3.233,0.002411,"Tier5_1dataset"
"GM26902",1,"GSE223744",3.23,3.23,0,"Tier5_1dataset"
"SRGN",1,"GSE234052",3.227,3.227,0.000556,"Tier5_1dataset"
"GREB1L",1,"GSE223744",3.224,3.224,0.001164,"Tier5_1dataset"
"FUT9",1,"GSE223744",3.222,3.222,1.3e-05,"Tier5_1dataset"
"GM38451",1,"GSE223744",3.22,3.22,0.037134,"Tier5_1dataset"
"CTSD",1,"GSE244576",3.218,3.218,0,"Tier5_1dataset"
"CD52",1,"GSE234052",3.217,3.217,0.006405,"Tier5_1dataset"
"ITK",1,"GSE56267",3.215,3.215,0.047994,"Tier5_1dataset"
"STYK1",1,"GSE223744",3.213,3.213,0.009168,"Tier5_1dataset"
"FSCN1",1,"GSE223744",3.209,3.209,0,"Tier5_1dataset"
"JAML",1,"GSE223744",3.197,3.197,0.004009,"Tier5_1dataset"
"OLFR849",1,"GSE223744",3.196,3.196,0.02945,"Tier5_1dataset"
"OLFR1263",1,"GSE223744",3.193,3.193,0.007542,"Tier5_1dataset"
"SIGLEC1",1,"GSE223744",3.191,3.191,0.038303,"Tier5_1dataset"
"OLFR679",1,"GSE223744",3.186,3.186,0.009168,"Tier5_1dataset"
"OLFR1490",1,"GSE223744",3.184,3.184,0.030386,"Tier5_1dataset"
"AC132444.6",1,"GSE223744",3.183,3.183,0.020145,"Tier5_1dataset"
"ONECUT2",1,"GSE223744",3.18,3.18,0.004003,"Tier5_1dataset"
"SCML4",1,"GSE56267",3.174,3.174,0.047994,"Tier5_1dataset"
"A930018P22RIK",1,"GSE223744",3.173,3.173,0.001757,"Tier5_1dataset"
"ERMAP",1,"GSE223744",3.171,3.171,0.033039,"Tier5_1dataset"
"SEC1",1,"GSE223744",3.169,3.169,8e-06,"Tier5_1dataset"
"NAALADL2",1,"GSE223744",3.164,3.164,0.000941,"Tier5_1dataset"
"GM43813",1,"GSE223744",3.155,3.155,0.009621,"Tier5_1dataset"
"GM26901",1,"GSE223744",3.149,3.149,0.018341,"Tier5_1dataset"
"AC154515.1",1,"GSE223744",3.137,3.137,0.007907,"Tier5_1dataset"
"OLFR1316",1,"GSE223744",3.137,3.137,0.045362,"Tier5_1dataset"
"MARCKSL1",1,"GSE223744",3.134,3.134,0.00134,"Tier5_1dataset"
"MCAM",1,"GSE223744",3.13,3.13,0,"Tier5_1dataset"
"OLFR1105",1,"GSE223744",3.129,3.129,0.019405,"Tier5_1dataset"
"TNIP3",1,"GSE223744",3.129,3.129,0.019041,"Tier5_1dataset"
"GM44228",1,"GSE223744",3.128,3.128,0.000511,"Tier5_1dataset"
"AVPR1A",1,"GSE223744",3.121,3.121,0.003609,"Tier5_1dataset"
"LRP1B",1,"GSE223744",3.121,3.121,3.8e-05,"Tier5_1dataset"
"OLFR943",1,"GSE223744",3.12,3.12,0.003329,"Tier5_1dataset"
"CT010444.2",1,"GSE223744",3.118,3.118,0.001418,"Tier5_1dataset"
"AC104897.1",1,"GSE223744",3.113,3.113,0.003593,"Tier5_1dataset"
"B3GNT3",1,"GSE223744",3.112,3.112,0,"Tier5_1dataset"
"DUSP2",1,"GSE223744",3.112,3.112,0,"Tier5_1dataset"
"OLFR128",1,"GSE223744",3.111,3.111,0.013727,"Tier5_1dataset"
"LYVE1",1,"GSE223744",3.108,3.108,0.000954,"Tier5_1dataset"
"IL1RL2",1,"GSE223744",3.1,3.1,0.000119,"Tier5_1dataset"
"VMN2R68",1,"GSE223744",3.097,3.097,0.047276,"Tier5_1dataset"
"ABCA12",1,"GSE223744",3.096,3.096,0.00412,"Tier5_1dataset"
"SLC5A8",1,"GSE223744",3.094,3.094,0.025462,"Tier5_1dataset"
"GDF15",1,"GSE223744",3.084,3.084,0.002168,"Tier5_1dataset"
"PLAC8",1,"GSE56267",3.083,3.083,0.043966,"Tier5_1dataset"
"TYR",1,"GSE223744",3.082,3.082,0.019978,"Tier5_1dataset"
"TMPRSS9",1,"GSE223744",3.076,3.076,0.04877,"Tier5_1dataset"
"GM37120",1,"GSE223744",3.075,3.075,0.028567,"Tier5_1dataset"
"GM37672",1,"GSE223744",3.073,3.073,0.016452,"Tier5_1dataset"
"CERS6",1,"GSE223744",3.072,3.072,4e-04,"Tier5_1dataset"
"AC158598.2",1,"GSE223744",3.069,3.069,0.002953,"Tier5_1dataset"
"NPTX1",1,"GSE223744",3.066,3.066,1e-05,"Tier5_1dataset"
"GM4691",1,"GSE223744",3.051,3.051,0.032487,"Tier5_1dataset"
"4933407L21RIK",1,"GSE223744",3.049,3.049,3e-06,"Tier5_1dataset"
"CD63",1,"GSE244576",3.049,3.049,0,"Tier5_1dataset"
"OLFR815",1,"GSE223744",3.043,3.043,0.023102,"Tier5_1dataset"
"LRMP",1,"GSE223744",3.041,3.041,0.000753,"Tier5_1dataset"
"GM35507",1,"GSE223744",3.026,3.026,0.049716,"Tier5_1dataset"
"OLFR1009",1,"GSE223744",3.026,3.026,0.048972,"Tier5_1dataset"
"FMN1",1,"GSE223744",3.025,3.025,0.005323,"Tier5_1dataset"
"NCAM2",1,"GSE223744",3.024,3.024,0.000398,"Tier5_1dataset"
"GM21847",1,"GSE223744",3.017,3.017,0.013682,"Tier5_1dataset"
"PATE2",1,"GSE223744",3.017,3.017,0.022423,"Tier5_1dataset"
"ST14",1,"GSE223744",3.017,3.017,0,"Tier5_1dataset"
"ZFP985",1,"GSE223744",3.016,3.016,0.002868,"Tier5_1dataset"
"GNGT1",1,"GSE223744",3.014,3.014,0.038794,"Tier5_1dataset"
"HBB-BT",1,"GSE244576",3.012,3.012,5.1e-05,"Tier5_1dataset"
"KCNB2",1,"GSE223744",3.011,3.011,0.010179,"Tier5_1dataset"
"OLFR215",1,"GSE223744",3.008,3.008,0.000259,"Tier5_1dataset"
"VMN2R108",1,"GSE223744",3.006,3.006,0.025508,"Tier5_1dataset"
"AQP9",1,"GSE223744",3.005,3.005,0.030611,"Tier5_1dataset"
"PSORS1C1",1,"GSE56267",3.003,3.003,0.043966,"Tier5_1dataset"
"GM42519",1,"GSE223744",3.002,3.002,0.029262,"Tier5_1dataset"
"KCNE3",1,"GSE223744",3.002,3.002,0.010038,"Tier5_1dataset"
"GM42447",1,"GSE223744",3.001,3.001,0.029015,"Tier5_1dataset"
"MAPK11",1,"GSE223744",2.999,2.999,0,"Tier5_1dataset"
"GM37515",1,"GSE223744",2.993,2.993,0.01891,"Tier5_1dataset"
"OLFR615",1,"GSE223744",2.992,2.992,0.047561,"Tier5_1dataset"
"OLFR787",1,"GSE223744",2.991,2.991,0.025311,"Tier5_1dataset"
"B230206I08RIK",1,"GSE223744",2.988,2.988,0.028664,"Tier5_1dataset"
"OLFR1085",1,"GSE223744",2.984,2.984,0.04771,"Tier5_1dataset"
"OLFR1406",1,"GSE223744",2.983,2.983,0.018308,"Tier5_1dataset"
"DNAH10",1,"GSE223744",2.981,2.981,0,"Tier5_1dataset"
"GM44049",1,"GSE223744",2.981,2.981,0.020714,"Tier5_1dataset"
"A2M",1,"GSE223744",2.979,2.979,0.009122,"Tier5_1dataset"
"HSPA7",1,"GSE56267",2.978,2.978,0.047994,"Tier5_1dataset"
"LILR4B",1,"GSE234052",2.977,2.977,0.028349,"Tier5_1dataset"
"OLFR635",1,"GSE223744",2.974,2.974,0.020307,"Tier5_1dataset"
"SNTG1",1,"GSE223744",2.974,2.974,0.000789,"Tier5_1dataset"
"UBA52",1,"GSE244576",2.973,2.973,0,"Tier5_1dataset"
"ALOX15B",1,"GSE56267",2.969,2.969,0.047994,"Tier5_1dataset"
"A830018L16RIK",1,"GSE223744",2.965,2.965,0.005361,"Tier5_1dataset"
"OLFR1174-PS",1,"GSE223744",2.961,2.961,0.034042,"Tier5_1dataset"
"CLVS2",1,"GSE223744",2.96,2.96,0.003391,"Tier5_1dataset"
"FLT3",1,"GSE223744",2.954,2.954,0.022882,"Tier5_1dataset"
"VMN2R111",1,"GSE223744",2.953,2.953,0.031353,"Tier5_1dataset"
"THEMIS2",1,"GSE223744",2.951,2.951,0.043578,"Tier5_1dataset"
"GM37777",1,"GSE223744",2.95,2.95,0.005239,"Tier5_1dataset"
"2900035J10RIK",1,"GSE223744",2.947,2.947,0.0071,"Tier5_1dataset"
"GMFG",1,"GSE223744",2.944,2.944,0.000282,"Tier5_1dataset"
"RASGEF1B",1,"GSE223744",2.93,2.93,0.020769,"Tier5_1dataset"
"CSN1S1",1,"GSE223744",2.927,2.927,0.019187,"Tier5_1dataset"
"PPP1R13L",1,"GSE223744",2.925,2.925,0,"Tier5_1dataset"
"OLFR481",1,"GSE223744",2.923,2.923,0.010715,"Tier5_1dataset"
"TRHDE",1,"GSE223744",2.922,2.922,0.027746,"Tier5_1dataset"
"OLFR862",1,"GSE223744",2.921,2.921,0.006194,"Tier5_1dataset"
"OR4P4",1,"GSE223744",2.912,2.912,0.006316,"Tier5_1dataset"
"LAMC2",1,"GSE223744",2.911,2.911,0.015885,"Tier5_1dataset"
