gene_norm,n_dataset_tp,n_datasets,datasets,cell_types,timepoints,max_log2FC,min_padj
Qsox1,1,1,GSE223744,Endothelial,1d,1.3178569806793383,2.214107700333635e-12
Flot1,1,1,GSE223744,Endothelial,1d,1.314002979094162,1.3472415307403785e-12
Grk5,1,1,GSE223744,Endothelial,1d,1.312837911512477,0.0002321815720671
Notch4,1,1,GSE223744,Endothelial,1d,1.3120917633531712,3.244361743672375e-07
Ptgfrn,1,1,GSE223744,Endothelial,1d,1.3117231315944162,1.0090486062666258e-08
St3gal1,1,1,GSE223744,Endothelial,1d,1.311715002438713,2.4291622646087853e-06
Snhg6,1,1,GSE223744,Endothelial,1d,1.3093437458211814,1.193042276912102e-07
Mtmr11,1,1,GSE223744,Endothelial,1d,1.305611462557534,2.8451618877594747e-11
Slc43a3,1,1,GSE223744,Endothelial,1d,1.3033001697172786,0.0105238698726719
Clic4,1,1,GSE223744,Endothelial,1d,1.3031496974096393,1.4883048510414338e-08
Praf2,1,1,GSE223744,Endothelial,1d,1.3009877928849216,1.0952803573176064e-09
Grwd1,1,1,GSE223744,Endothelial,1d,1.300116839491812,4.987517946394571e-07
Arl5c,1,1,GSE223744,Endothelial,1d,1.2998531938654734,0.0130900810150581
Sh3pxd2a,1,1,GSE223744,Endothelial,1d,1.298452054186393,2.5811492004517057e-05
Jund,1,1,GSE234052,Pericyte,1h,1.298139,0.0039874876988843
Cdkl2,1,1,GSE223744,Endothelial,1d,1.296986840258988,0.025523847802055
Adat3,1,1,GSE223744,Endothelial,1d,1.293118564829037,0.0050424946540645
Rin1,1,1,GSE223744,Endothelial,1d,1.2924975971978638,1.1458893844967385e-07
Ppp1r18,1,1,GSE223744,Endothelial,1d,1.2887222828994398,2.198645105565436e-06
Edn1,1,1,GSE225948,Endothelial,Day2,1.2885381668493716,0.0024828301865671
Slc16a6,1,1,GSE223744,Endothelial,1d,1.2870780691044,0.0083098396467601
Myrip,1,1,GSE223744,Endothelial,1d,1.2834037836977694,1.6930053327584765e-08
Ggn,1,1,GSE223744,Endothelial,1d,1.279420022137113,0.0087010816744987
Marveld2,1,1,GSE223744,Endothelial,1d,1.2783504027506127,0.0005122449649222
Atp5e,1,1,GSE225948,Endothelial,Day2,1.2732998984417931,0.0028193867523364
Dbp,1,1,GSE223744,Endothelial,1d,1.2717877788239766,0.0267299392347219
Smim3,1,1,GSE223744,Endothelial,1d,1.269688197609998,0.0129539112910181
Vapa,1,1,GSE223744,Endothelial,1d,1.265915795031012,5.201980013052793e-07
Cdt1,1,1,GSE223744,Endothelial,1d,1.2651840937698826,0.0287431426642023
Pcdhb20,1,1,GSE223744,Endothelial,1d,1.2637970032769088,0.0046994630098406
Utp20,1,1,GSE223744,Endothelial,1d,1.2628709570683587,3.032885057337713e-07
Apobec3,1,1,GSE223744,Endothelial,1d,1.260820491967661,1.7245252303450394e-11
Sik1,1,1,GSE223744,Endothelial,1d,1.2476826002176182,5.1151210506848205e-06
Pcdhb22,1,1,GSE223744,Endothelial,1d,1.2469645248809855,0.000549525461127
Tram2,1,1,GSE223744,Endothelial,1d,1.2459141630302313,9.648023450387257e-08
Myo7a,1,1,GSE223744,Endothelial,1d,1.2458054282744635,0.0144383690234958
Ac164550.2,1,1,GSE223744,Endothelial,1d,1.2453627430441847,0.0229025907685145
Ac117245.4,1,1,GSE223744,Endothelial,1d,1.2433206893126028,0.0195397070446587
Def6,1,1,GSE223744,Endothelial,1d,1.2408340919229817,4.23211096935399e-05
Rasd1,1,1,GSE223744,Endothelial,1d,1.2394782995288574,0.0004118898672003
Agpat4,1,1,GSE223744,Endothelial,1d,1.23842940493316,2.990734286383126e-11
Nek7,1,1,GSE223744,Endothelial,1d,1.2361263511986025,1.8654496685081825e-08
Kazn,1,1,GSE223744,Endothelial,1d,1.235618130016849,0.0346050716661246
Pglyrp1,1,1,GSE223744,Endothelial,1d,1.234859111748327,2.1396063307054832e-08
Tnip1,1,1,GSE223744,Endothelial,1d,1.234241201326827,0.0017676585449936
Sh3bp5,1,1,GSE223744,Endothelial,1d,1.2328583927057046,4.940265733563082e-05
Mrpl42,1,1,GSE225948,Endothelial,Day2,1.227210705149255,0.0106038687511008
Swap70,1,1,GSE223744,Endothelial,1d,1.227092493689302,1.3403533939677241e-08
Pcdhb14,1,1,GSE223744,Endothelial,1d,1.226949082755182,6.50889057752808e-05
Slc12a4,1,1,GSE223744,Endothelial,1d,1.2255175289007942,5.362675624838938e-08
Dnaaf3,1,1,GSE223744,Endothelial,1d,1.2239918951631523,0.0322247114456529
Cyb561,1,1,GSE223744,Endothelial,1d,1.223538209174991,2.654282884953577e-13
Gm13889,1,1,GSE234052,Pericyte,12h,1.2234493,4.458807706456793e-10
Plod3,1,1,GSE223744,Endothelial,1d,1.221821027753604,4.1574461860515036e-10
Zfand2a,1,1,GSE223744,Endothelial,1d,1.22162813503508,1.6614214695129434e-06
Tsr1,1,1,GSE223744,Endothelial,1d,1.2195546165835165,0.000327387951403
C1d,1,1,GSE225948,Endothelial,Day2,1.2144616661194898,0.0476517521968971
Mlph,1,1,GSE223744,Endothelial,1d,1.2126186091582305,1.3587238169453726e-07
Eftud2,1,1,GSE223744,Endothelial,1d,1.2118814043088366,5.693151110144797e-10
Nop16,1,1,GSE223744,Endothelial,1d,1.2099855535919006,2.8346075518811282e-08
Nhlrc1,1,1,GSE223744,Endothelial,1d,1.2097907665321723,0.0279579795672014
Ergic1,1,1,GSE223744,Endothelial,1d,1.2052893684026165,1.9015370844146376e-11
Slc30a4,1,1,GSE223744,Endothelial,1d,1.2048579453305008,0.0008155213323623
Fam69b,1,1,GSE223744,Endothelial,1d,1.2047775879568383,0.0205639573256194
Coro2a,1,1,GSE223744,Endothelial,1d,1.20307134333289,3.0742969715830133e-06
Armcx4,1,1,GSE223744,Endothelial,1d,1.202494630074554,0.0133324766490334
Sult1a1,1,1,GSE223744,Endothelial,1d,1.2021149780405134,5.283259062710424e-07
Slit2,1,1,GSE223744,Endothelial,1d,1.2020822963309428,0.0454195589458807
Cdyl2,1,1,GSE223744,Endothelial,1d,1.2012534679359228,0.0011699408139852
Map3k14,1,1,GSE223744,Endothelial,1d,1.2001070370637632,0.012081641055943
Cyp1b1,1,1,GSE223744,Endothelial,1d,1.195837924863492,0.0013293728961572
Rbm3,1,1,GSE223744,Endothelial,1d,1.1954369939490153,1.076286108475164e-06
Map2k3,1,1,GSE223744,Endothelial,1d,1.1923398615282397,6.36884115830667e-06
Mydgf,1,1,GSE225948,Endothelial,Day2,1.1899331328569551,0.013583862975237
Adam11,1,1,GSE223744,Endothelial,1d,1.1897086238863743,0.0006485413496006
Sco2,1,1,GSE223744,Endothelial,1d,1.1877135558055785,0.0152099776207628
Rapgef1,1,1,GSE223744,Endothelial,1d,1.1863039020530968,1.1314797498762482e-06
Mrpl21,1,1,GSE225948,Endothelial,Day2,1.185967912082507,0.0386229847142586
B4galt5,1,1,GSE223744,Endothelial,1d,1.1848836869336516,5.436728822074416e-06
Cks1b,1,1,GSE223744,Endothelial,1d,1.18305301002245,0.0208170829052173
Ung,1,1,GSE223744,Endothelial,1d,1.182315895907372,0.0117076813900489
Rin3,1,1,GSE223744,Endothelial,1d,1.181511900763942,9.466067581040786e-07
Pcdhga6,1,1,GSE223744,Endothelial,1d,1.180466831100348,0.0008167802528137
Ac166323.1,1,1,GSE223744,Endothelial,1d,1.1791197131606166,0.0183080008253607
Cmtm3,1,1,GSE223744,Endothelial,1d,1.1787628114294506,0.0001591666271503
Pxn,1,1,GSE223744,Endothelial,1d,1.1785162042844242,3.2112668812511047e-06
Anxa7,1,1,GSE223744,Endothelial,1d,1.177873424419246,1.63995232033199e-12
Megf11,1,1,GSE223744,Endothelial,1d,1.1757803310518882,0.0157727052135074
Mvp,1,1,GSE223744,Endothelial,1d,1.1755295280507303,1.230301481422495e-06
Rpn2,1,1,GSE225948,Endothelial,Day2,1.1739129407930011,0.0478051864296969
Pgm2l1,1,1,GSE223744,Endothelial,1d,1.1737355371500604,6.013342846418295e-05
Gm26917,1,1,GSE234052,Endothelial,24h,1.1728922,2.739587337899317e-07
Pcdhgb5,1,1,GSE223744,Endothelial,1d,1.1726064054551215,0.0010639036212195
Actn1,1,1,GSE223744,Endothelial,1d,1.171623792059288,2.3715541235165337e-05
Irak2,1,1,GSE223744,Endothelial,1d,1.170916975914046,0.0003151743558314
Hacd1,1,1,GSE223744,Endothelial,1d,1.169611204417926,0.0009407617349423
Ay036118,1,1,GSE234052,Endothelial,24h,1.1673638,8.117916749150561e-25
Coq10b,1,1,GSE223744,Endothelial,1d,1.164394385329015,2.3216387648569463e-08
Trex1,1,1,GSE223744,Endothelial,1d,1.1637105357121706,0.0009424097297945
Lipe,1,1,GSE223744,Endothelial,1d,1.1630852924264443,3.4115435599511865e-18
Nav2,1,1,GSE223744,Endothelial,1d,1.161710996632931,2.1577445151016839e-10
Rbbp8,1,1,GSE223744,Endothelial,1d,1.1588667423341228,5.512267311321674e-05
Ece1,1,1,GSE223744,Endothelial,1d,1.158578708803904,1.702710105832522e-05
Zyx,1,1,GSE223744,Endothelial,1d,1.1585539313503754,0.0001274442626455
Tnfrsf11a,1,1,GSE223744,Endothelial,1d,1.15799235866886,7.967359076249419e-06
Smad6,1,1,GSE223744,Endothelial,1d,1.1551965448193855,0.0006639855359627
Mpzl3,1,1,GSE223744,Endothelial,1d,1.1533436141071345,0.023057631496563
Rad54l,1,1,GSE223744,Endothelial,1d,1.151436039696668,0.0314564359369767
Sema7a,1,1,GSE223744,Endothelial,1d,1.1498847473506626,3.0265789662854903e-09
Bcl6,1,1,GSE223744,Endothelial,1d,1.1490322784268867,2.8766672710445397e-08
Per1,1,1,GSE223744,Endothelial,1d,1.14533682168624,4.561094582514287e-06
Sema4c,1,1,GSE223744,Endothelial,1d,1.1438935821026728,0.0033437437649296
Nectin2,1,1,GSE223744,Endothelial,1d,1.142610397876581,6.299380753442804e-05
Hdac6,1,1,GSE223744,Endothelial,1d,1.1414926592424672,1.956200613591906e-05
Nucb2,1,1,GSE223744,Endothelial,1d,1.1412593324240616,8.482893267046695e-05
Prdx4,1,1,GSE225948,Endothelial,Day2,1.13966972919619,0.0359073103611258
Ppp1r9b,1,1,GSE223744,Endothelial,1d,1.137819145572412,5.5857973697546274e-08
Dram1,1,1,GSE223744,Endothelial,1d,1.1363347899903349,0.0026096248047952
Mbnl1,1,1,GSE234052,Endothelial,1h,1.1363192,0.001453581298384
Ppp1r2,1,1,GSE223744,Endothelial,1d,1.1358712294065272,6.8189580623671265e-09
Abca1,1,1,GSE223744,Endothelial,1d,1.135776027487183,4.340795648576383e-05
Sh2d3c,1,1,GSE223744,Endothelial,1d,1.1356576018061135,6.157318950519374e-05
Aen,1,1,GSE223744,Endothelial,1d,1.1351857590477434,3.297033152094156e-09
Mcu,1,1,GSE223744,Endothelial,1d,1.1335428511414938,1.814312747492584e-05
Iqgap1,1,1,GSE234052,SMC,24h,1.1327997,0.0089256818738171
Cox5a,1,1,GSE225948,Endothelial,Day2,1.1324614445767085,0.0054569526306682
Tma16,1,1,GSE223744,Endothelial,1d,1.1303213340660057,4.367140750842221e-09
Ctgf,1,1,GSE223744,Endothelial,1d,1.1296715990696582,0.000162310527508
Sec61g,1,1,GSE223744,Endothelial,1d,1.1287962825019124,0.0166019701797751
1500011k16rik,1,1,GSE225948,Endothelial,Day2,1.1268357280645105,0.024767353774806
Mrps18b,1,1,GSE223744,Endothelial,1d,1.1263813594534822,2.9257504110900416e-08
Timp3,1,1,GSE223744,Endothelial,1d,1.1251769060477046,5.2653868716582026e-05
Chrnb1,1,1,GSE223744,Endothelial,1d,1.1247212778267073,8.856360791064046e-10
Bmp1,1,1,GSE223744,Endothelial,1d,1.1243631964684937,0.0002235213001091
Ndufs8,1,1,GSE225948,Endothelial,Day2,1.1214338228086314,0.0118566169258234
Gimap9,1,1,GSE223744,Endothelial,1d,1.1198011570581812,1.45103133455283e-06
Ptgis,1,1,GSE223744,Endothelial,1d,1.1196192001943444,0.0382134373084509
Cpm,1,1,GSE223744,Endothelial,1d,1.1189808138578494,0.0005259622852009
Col18a1,1,1,GSE223744,Endothelial,1d,1.1176760453578902,0.002399628447449
Dennd4a,1,1,GSE223744,Endothelial,1d,1.1171215331952984,0.0001502043633078
Avpi1,1,1,GSE223744,Endothelial,1d,1.1162691196169985,3.229059012181929e-06
Trmt10a,1,1,GSE223744,Endothelial,1d,1.1126541494268778,0.0002458148564797
Tmem150a,1,1,GSE223744,Endothelial,1d,1.112043380027362,0.0169467349959424
Bcl3,1,1,GSE223744,Endothelial,1d,1.1115347684857757,0.0188477395974141
Fuca2,1,1,GSE223744,Endothelial,1d,1.108477955115322,2.507564733674854e-09
Rasl10a,1,1,GSE223744,Endothelial,1d,1.1075743631399924,0.0179524223536714
Rrp15,1,1,GSE223744,Endothelial,1d,1.107496307559445,1.2074038847394567e-08
Polr1e,1,1,GSE223744,Endothelial,1d,1.1073377422504669,9.249816671384489e-05
Mrpl20,1,1,GSE225948,Endothelial,Day2,1.1059143716349844,0.0478051864296969
Ghr,1,1,GSE223744,Endothelial,1d,1.099638567727005,2.680614907944172e-06
Txnip,1,1,GSE223744,Endothelial,1d,1.0962973375811016,0.000166862727143
Lrrc8d,1,1,GSE223744,Endothelial,1d,1.0959570151907092,9.546879573240372e-05
Kcnq1,1,1,GSE223744,Endothelial,1d,1.0954040539437029,7.967945188153382e-06
Timm8a1,1,1,GSE223744,Endothelial,1d,1.0919745120201594,4.588187351743685e-06
Ccny,1,1,GSE223744,Endothelial,1d,1.0910140132574266,4.056959823900838e-08
Atp5mpl,1,1,GSE225948,Endothelial,Day2,1.0902129772493827,0.0217625978724965
Hspb8,1,1,GSE223744,Endothelial,1d,1.0896815553859311,3.222087796342552e-11
Disc1,1,1,GSE223744,Endothelial,1d,1.0894373016440049,0.0026809203608245
Tmem176b,1,1,GSE223744,Endothelial,1d,1.0892672571102862,3.458845249168728e-13
Apaf1,1,1,GSE223744,Endothelial,1d,1.087716148093359,6.617934391523854e-05
Top1mt,1,1,GSE223744,Endothelial,1d,1.0874886775209551,2.2618947550690342e-05
Tprn,1,1,GSE223744,Endothelial,1d,1.0866021336441347,9.816217234053577e-08
Vasp,1,1,GSE223744,Endothelial,1d,1.0855919551300726,1.1477578650326838e-05
Coro1c,1,1,GSE223744,Endothelial,1d,1.0847023389260213,5.886778222945401e-07
Gprc5a,1,1,GSE223744,Endothelial,1d,1.0840592382267904,0.0112250362185339
Adgrg1,1,1,GSE223744,Endothelial,1d,1.0824087969533502,1.3446882966531526e-07
Pcdhga8,1,1,GSE223744,Endothelial,1d,1.0820656149420071,0.0119275913405559
Pmaip1,1,1,GSE223744,Endothelial,1d,1.080605631419641,7.882683650324939e-07
Ralgapa2,1,1,GSE223744,Endothelial,1d,1.0786741208351296,0.0001171218621753
Sgk1,1,1,GSE223744,Endothelial,1d,1.0742416534105723,2.748824338218216e-05
B3glct,1,1,GSE223744,Endothelial,1d,1.0730203039350463,5.309729576908439e-05
Fam107b,1,1,GSE223744,Endothelial,1d,1.0708952205357087,0.0003295322574263
Nop10,1,1,GSE225948,Endothelial,Day2,1.07029780229486,0.0038011606285963
Ticam1,1,1,GSE223744,Endothelial,1d,1.0691982942287024,0.0088603532998497
Cox7b,1,1,GSE225948,Endothelial,Day2,1.0685905488708725,0.0011200426677264
Abtb2,1,1,GSE223744,Endothelial,1d,1.0675428453907765,0.003951019333422
Snrpe,1,1,GSE225948,Endothelial,Day2,1.0657787553603466,0.0099533114411186
Flt4,1,1,GSE223744,Endothelial,1d,1.0655348168813428,3.804806611083304e-07
Grasp,1,1,GSE223744,Endothelial,1d,1.0654402400576768,0.0045068960211144
Ern1,1,1,GSE223744,Endothelial,1d,1.0645886095808672,0.0004006359870296
Ehd1,1,1,GSE223744,Endothelial,1d,1.0643671704083706,7.611749472865813e-09
Shank3,1,1,GSE223744,Endothelial,1d,1.064058671932394,3.948314076552612e-06
Tnfrsf1b,1,1,GSE223744,Endothelial,1d,1.062032800544643,1.2338183943293315e-05
Zap70,1,1,GSE223744,Endothelial,1d,1.0609041225592708,3.896610551290501e-05
Ndufa8,1,1,GSE225948,Endothelial,Day2,1.0584557623338016,0.0058602361960306
Rps5,1,1,GSE225948,Endothelial,Day2,1.0576749049986711,0.000284399588133
Rras,1,1,GSE234052,Pericyte,12h,1.056818,0.010083658568406
Pdk4,1,1,GSE223744,Endothelial,1d,1.0538952142008442,0.0249370157026271
Atrnl1,1,1,GSE223744,Endothelial,1d,1.0533889219370405,4.8029694975668096e-05
Aatk,1,1,GSE223744,Endothelial,1d,1.050475240835922,0.0002611349600023
Rpp40,1,1,GSE223744,Endothelial,1d,1.050248711286752,0.0421066842804664
Mpp6,1,1,GSE223744,Endothelial,1d,1.049735938476032,0.0018445337458946
Selenof,1,1,GSE225948,Endothelial,Day2,1.049431731439774,0.0085668072405646
Rpl22l1,1,1,GSE225948,Endothelial,Day2,1.0482774409113067,0.0242779148862218
Rnf125,1,1,GSE223744,Endothelial,1d,1.0474305223374432,0.006536941927561
Ccdc85a,1,1,GSE223744,Endothelial,1d,1.0420916224600834,2.0257221612135e-09
Nos3,1,1,GSE223744,Endothelial,1d,1.0416710306842754,3.287794592872671e-05
Gmip,1,1,GSE223744,Endothelial,1d,1.0402476921723611,0.0015419947403763
Fxyd7,1,1,GSE223744,Endothelial,1d,1.0391211334480186,0.0314564359369767
Dnaja1,1,1,GSE234052,Pericyte,24h,1.0384766,0.00156655862311
Spop,1,1,GSE223744,Endothelial,1d,1.0371483277878977,1.0571551567443295e-06
Dync1i1,1,1,GSE223744,Endothelial,1d,1.0369258353939343,0.0191748613133022
Hmgn5,1,1,GSE223744,Endothelial,1d,1.0361065652931047,6.011425376963262e-08
Ndufa4,1,1,GSE225948,Endothelial,Day2,1.0356685752365866,0.0053242959852079
Emg1,1,1,GSE225948,Endothelial,Day2,1.035466656879159,0.0353294392020642
Itgb1,1,1,GSE223744,Endothelial,1d,1.0340905586716582,2.352123839215519e-05
Cd3eap,1,1,GSE223744,Endothelial,1d,1.0333084881613124,0.0002073986660065
Ehbp1l1,1,1,GSE223744,Endothelial,1d,1.0278235452545392,8.114101165066096e-09
Thoc6,1,1,GSE223744,Endothelial,1d,1.0273842851731558,2.007946977914766e-05
Tmem43,1,1,GSE223744,Endothelial,1d,1.0271522214266138,5.206646922604019e-09
Smyd5,1,1,GSE223744,Endothelial,1d,1.0255681578057472,3.8192532582912704e-05
Sox4,1,1,GSE234052,Endothelial,24h,1.0252259,0.0338813953330849
Arhgef7,1,1,GSE223744,Endothelial,1d,1.022955023853353,4.248515274263601e-06
Prdx1,1,1,GSE225948,Endothelial,Day2,1.02192168241274,0.0001150682195866
Ndufab1,1,1,GSE225948,Endothelial,Day2,1.0202238035046118,0.0461848360637339
Hk1,1,1,GSE223744,Endothelial,1d,1.0195473298950124,1.7115104949239662e-05
Wnk4,1,1,GSE223744,Endothelial,1d,1.0172266122247302,0.0353650316177982
Dclre1b,1,1,GSE223744,Endothelial,1d,1.0147789233838802,1.1080302137126296e-06
Hnrnpa1,1,1,GSE223744,Endothelial,1d,1.0132849111587618,5.565137382353749e-10
Rabgef1,1,1,GSE223744,Endothelial,1d,1.0127338175342042,0.0048098932370367
Acy1,1,1,GSE223744,Endothelial,1d,1.0095848161189505,5.949927726111397e-08
Sorbs3,1,1,GSE223744,Endothelial,1d,1.0073489057129703,1.668521951971168e-07
Cdkn2aipnl,1,1,GSE223744,Endothelial,1d,1.0068177746256668,2.6063633244204188e-08
Pcdhga4,1,1,GSE223744,Endothelial,1d,1.006620654366339,0.0048959650884926
Cd9,1,1,GSE223744,Endothelial,1d,1.0060069285450914,6.492442051657004e-07
Plpp1,1,1,GSE223744,Endothelial,1d,1.0053983393623829,0.0001034499723094
Mrrf,1,1,GSE223744,Endothelial,1d,1.003838897151666,7.119267733791492e-09
Nr1d2,1,1,GSE223744,Endothelial,1d,1.0024544598340264,0.0045549501045513
Mlkl,1,1,GSE223744,Endothelial,1d,0.9983019704551638,0.0004430768041056
Gpr146,1,1,GSE223744,Endothelial,1d,0.994394794109583,5.863517763888169e-05
Ttll7,1,1,GSE223744,Endothelial,1d,0.9942915607698782,4.637096255837633e-07
Wee1,1,1,GSE223744,Endothelial,1d,0.993779788267066,5.641392945709934e-06
Hsph1,1,1,GSE234052,Endothelial,24h,0.99196595,0.003051252566223
Slc46a3,1,1,GSE223744,Endothelial,1d,0.98837571365473,0.0001253578368651
Pola2,1,1,GSE223744,Endothelial,1d,0.985939035827248,0.004566256735138
Heatr1,1,1,GSE223744,Endothelial,1d,0.984215999396694,9.487447493954756e-07
Ac154176.2,1,1,GSE223744,Endothelial,1d,0.982589510817297,0.0232066297228788
Adam9,1,1,GSE223744,Endothelial,1d,0.9818674152443624,0.0001624201526068
Mmrn2,1,1,GSE223744,Endothelial,1d,0.9796421753991292,1.1404932697205057e-06
Magi1,1,1,GSE223744,Endothelial,1d,0.9791757146781618,0.0002374231194233
Mgat5,1,1,GSE223744,Endothelial,1d,0.9787058425659724,1.1213421440530668e-05
Rbm20,1,1,GSE223744,Endothelial,1d,0.978372854497452,0.0125514320723257
Tmed5,1,1,GSE223744,Endothelial,1d,0.9777920317634404,5.314852836624755e-07
Tnfaip8,1,1,GSE223744,Endothelial,1d,0.9769487101885272,4.0686067495402376e-09
Lap3,1,1,GSE223744,Endothelial,1d,0.976936083859662,7.174995444094809e-12
Tmem256,1,1,GSE225948,Endothelial,Day2,0.9743822649433236,0.0253798659276847
Fermt2,1,1,GSE234052,Endothelial,1h,0.9722269,2.5095826199186824e-06
Uqcc2,1,1,GSE225948,Endothelial,Day2,0.9714809888619794,0.0479131672456011
Wdr1,1,1,GSE223744,Endothelial,1d,0.9699200720166006,3.314681042501632e-06
Anapc15,1,1,GSE223744,Endothelial,1d,0.9674391526431276,0.0008040645770104
Pole2,1,1,GSE223744,Endothelial,1d,0.966854884699604,0.0126762619110638
Psd,1,1,GSE223744,Endothelial,1d,0.9666754205667182,0.0216102401908977
Ears2,1,1,GSE223744,Endothelial,1d,0.9657857815585652,0.0022054121811824
Fam49b,1,1,GSE223744,Endothelial,1d,0.9657551241633788,0.0100775798823709
Flywch1,1,1,GSE234052,Endothelial,24h,0.9646485,0.0030991545305249
Slc12a7,1,1,GSE223744,Endothelial,1d,0.964577338169404,1.6884345339273336e-07
Dfna5,1,1,GSE223744,Endothelial,1d,0.9643642603198476,0.0082298396831083
Pcdhb19,1,1,GSE223744,Endothelial,1d,0.9632593869159128,0.0094493806783203
Cap1,1,1,GSE223744,Endothelial,1d,0.962550778276798,0.000800866559875
Zmiz1,1,1,GSE223744,Endothelial,1d,0.9623114992606218,1.469163636198855e-06
Abhd11,1,1,GSE223744,Endothelial,1d,0.961551896349044,1.051672627292558e-06
Fndc4,1,1,GSE223744,Endothelial,1d,0.9611790756835764,0.0001392692055821
Nfkbib,1,1,GSE223744,Endothelial,1d,0.9601343259521374,0.0055621758989105
Gpsm3,1,1,GSE223744,Endothelial,1d,0.95987345490572,0.0342866762493934
Sec24d,1,1,GSE223744,Endothelial,1d,0.958468232102125,7.845233246419873e-06
Cltb,1,1,GSE223744,Endothelial,1d,0.95708130366523,2.2170603786583746e-08
Pabpc4,1,1,GSE223744,Endothelial,1d,0.9565634689096072,0.0024734699394079
Tuba4a,1,1,GSE223744,Endothelial,1d,0.9557960813171256,5.761370422332774e-06
Pkp3,1,1,GSE223744,Endothelial,1d,0.9553064022892344,0.0071808541410199
Sowahc,1,1,GSE223744,Endothelial,1d,0.954847731291216,0.001996490499429
Pcdhgb1,1,1,GSE223744,Endothelial,1d,0.9538817208410284,0.0035500354170402
Ntn1,1,1,GSE223744,Endothelial,1d,0.9538318133429314,6.454631331467011e-05
Bcl2,1,1,GSE223744,Endothelial,1d,0.953822161807738,0.0002061511194447
Fes,1,1,GSE223744,Endothelial,1d,0.9534282339518853,1.1366961739333413e-12
Asap2,1,1,GSE223744,Endothelial,1d,0.9533475635390484,0.0001392692055821
Ndst1,1,1,GSE223744,Endothelial,1d,0.9529067635276062,9.191755064442986e-06
Tes,1,1,GSE223744,Endothelial,1d,0.9518836800258172,1.1736343155875134e-06
Cdc7,1,1,GSE223744,Endothelial,1d,0.9515423186107536,0.0360081328730231
Eef1d,1,1,GSE225948,Endothelial,Day2,0.9512458702224726,0.0095029668361001
Cttn,1,1,GSE223744,Endothelial,1d,0.951106659829098,1.564424465256137e-05
Ac126943.1,1,1,GSE223744,Endothelial,1d,0.9508021082348588,0.0144654658657916
Ct030173.1,1,1,GSE223744,Endothelial,1d,0.9495428101276304,0.039806441406621
Tmem185b,1,1,GSE223744,Endothelial,1d,0.9494593443568928,6.850482044885604e-05
Atp5d,1,1,GSE225948,Endothelial,Day2,0.94933069054797,0.0155602204803235
Rpl7a,1,1,GSE223744,Endothelial,1d,0.94872278385004,4.994550919432473e-07
Ift122,1,1,GSE223744,Endothelial,1d,0.948394621844875,0.0279126276178019
Nsg1,1,1,GSE223744,Endothelial,1d,0.9481696635437528,1.6307283050760235e-06
Ube2m,1,1,GSE234052,Endothelial,24h,0.9473181,6.6637077505537145e-06
Man1a,1,1,GSE223744,Endothelial,1d,0.9470606765322276,1.2924803376845927e-05
Cnnm4,1,1,GSE223744,Endothelial,1d,0.9468097885347372,0.006501618472719
Bcl2l1,1,1,GSE223744,Endothelial,1d,0.9460179151083644,8.96385734933648e-06
Bst2,1,1,GSE225948,Endothelial,Day2,0.9444917614836849,0.003543517922376
Trmt61a,1,1,GSE223744,Endothelial,1d,0.942326445430266,0.0009485034877823
Ipo7,1,1,GSE223744,Endothelial,1d,0.9421905818101876,2.759736611274137e-05
Cflar,1,1,GSE223744,Endothelial,1d,0.9417503521425789,3.052544829732196e-07
Crem,1,1,GSE223744,Endothelial,1d,0.9416712522597992,7.812190706895126e-05
Usp54,1,1,GSE223744,Endothelial,1d,0.9397533599656516,0.0006299463420656
Syncrip,1,1,GSE223744,Endothelial,1d,0.939675365998205,3.02778753153054e-06
Cklf,1,1,GSE223744,Endothelial,1d,0.939497044570894,0.0116317030923136
Grrp1,1,1,GSE223744,Endothelial,1d,0.9393991660379206,8.953591452587522e-14
Pcdhga9,1,1,GSE223744,Endothelial,1d,0.9381760761897884,0.0009982397562911
Slc39a6,1,1,GSE223744,Endothelial,1d,0.9372630280220138,0.0051818980072486
Dnajb5,1,1,GSE223744,Endothelial,1d,0.9351067569382532,1.3100887922600303e-05
Armc7,1,1,GSE223744,Endothelial,1d,0.9319708602207498,0.015988929191788
Trip10,1,1,GSE223744,Endothelial,1d,0.9304560327994202,7.695669718672533e-05
Fstl1,1,1,GSE223744,Endothelial,1d,0.9302763074632896,0.0035358353629866
Tkt,1,1,GSE234052,Endothelial,24h,0.92950934,0.0002519497695053
Shc1,1,1,GSE223744,Endothelial,1d,0.9290921673339956,3.6374984200408923e-07
Ftsj3,1,1,GSE223744,Endothelial,1d,0.9287854542206012,0.0002950568770552
Atg9b,1,1,GSE223744,Endothelial,1d,0.9285523870365924,0.0031052827868521
Ltv1,1,1,GSE223744,Endothelial,1d,0.9283467307295604,4.1933154436435774e-05
Npm3,1,1,GSE223744,Endothelial,1d,0.9283299067541184,0.0001561755866773
Arf2,1,1,GSE223744,Endothelial,1d,0.9280010802844608,1.3630048927385043e-05
Morf4l2,1,1,GSE223744,Endothelial,1d,0.9278024003573112,9.159103315070458e-09
Wdr12,1,1,GSE223744,Endothelial,1d,0.927254617105806,0.0002417951666097
Cmpk1,1,1,GSE223744,Endothelial,1d,0.9265088514734334,5.3132640792948287e-08
Nova2,1,1,GSE223744,Endothelial,1d,0.926065370857338,1.2396616063742676e-05
